slno,vehicle_type,brand ,model       ,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
2365,car         ,toyota,belta       ,petrol     ,2008     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3136
2366,car         ,toyota,belta       ,petrol     ,2008     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,3193
2367,car         ,toyota,belta       ,petrol     ,2008     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,3344
2368,car         ,toyota,belta       ,petrol     ,2008     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3474
2369,car         ,toyota,belta       ,petrol     ,2008     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,3364
2370,car         ,toyota,belta       ,petrol     ,2008     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,3231
2371,car         ,toyota,belta       ,petrol     ,2008     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3532
2372,car         ,toyota,belta       ,petrol     ,2009     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3689
2373,car         ,toyota,belta       ,petrol     ,2009     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3730
2374,car         ,toyota,belta       ,petrol     ,2009     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,3647
2375,car         ,toyota,belta       ,petrol     ,2009     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,4123
2376,car         ,toyota,belta       ,petrol     ,2009     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4202
2377,car         ,toyota,belta       ,petrol     ,2009     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,4822
2378,car         ,toyota,belta       ,petrol     ,2009     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,4037
2379,car         ,toyota,belta       ,petrol     ,2009     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6135
2380,car         ,toyota,belta       ,petrol     ,2009     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,6234
2381,car         ,toyota,belta       ,petrol     ,2009     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6163
2382,car         ,toyota,belta       ,petrol     ,2009     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6237
2383,car         ,toyota,belta       ,petrol     ,2010     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6088
2384,car         ,toyota,belta       ,petrol     ,2010     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6143
2385,car         ,toyota,belta       ,petrol     ,2010     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,6228
2386,car         ,toyota,belta       ,petrol     ,2010     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,6292
2387,car         ,toyota,belta       ,petrol     ,2010     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6183
2388,car         ,toyota,belta       ,petrol     ,2010     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,6137
2389,car         ,toyota,belta       ,petrol     ,2010     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6099
2390,car         ,toyota,belta       ,petrol     ,2010     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6132
2391,car         ,toyota,belta       ,petrol     ,2010     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,6487
2392,car         ,toyota,belta       ,petrol     ,2010     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6579
2393,car         ,toyota,belta       ,petrol     ,2010     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6693
2394,car         ,toyota,belta       ,petrol     ,2012     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6469
2395,car         ,toyota,belta       ,petrol     ,2012     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6367
2396,car         ,toyota,belta       ,petrol     ,2012     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,6397
2397,car         ,toyota,belta       ,petrol     ,2012     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,6495
2398,car         ,toyota,belta       ,petrol     ,2012     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6402
2399,car         ,toyota,belta       ,petrol     ,2012     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,4633
2400,car         ,toyota,belta       ,petrol     ,2012     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,4643
2401,car         ,toyota,belta       ,petrol     ,2012     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4532
2402,car         ,toyota,belta       ,petrol     ,2012     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,4489
2403,car         ,toyota,belta       ,petrol     ,2012     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,4578
2404,car         ,toyota,belta       ,petrol     ,2012     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4631
2405,car         ,toyota,mark        ,petrol     ,2001     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4639
2406,car         ,toyota,mark        ,petrol     ,2001     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4703
2407,car         ,toyota,mark        ,petrol     ,2001     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,4539
2408,car         ,toyota,mark        ,petrol     ,2001     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,4597
2409,car         ,toyota,mark        ,petrol     ,2001     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4583
2410,car         ,toyota,mark        ,petrol     ,2001     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,4633
2411,car         ,toyota,mark        ,petrol     ,2001     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,4643
2412,car         ,toyota,mark        ,petrol     ,2001     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4532
2413,car         ,toyota,mark        ,petrol     ,2001     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,4489
2414,car         ,toyota,mark        ,petrol     ,2001     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,4578
2415,car         ,toyota,mark        ,petrol     ,2001     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4631
2416,car         ,toyota,mark        ,petrol     ,2006     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4639
2417,car         ,toyota,mark        ,petrol     ,2006     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4703
2418,car         ,toyota,mark        ,petrol     ,2006     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,2789
2419,car         ,toyota,mark        ,petrol     ,2006     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,4753
2420,car         ,toyota,mark        ,petrol     ,2006     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4790
2421,car         ,toyota,mark        ,petrol     ,2006     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,4230
2422,car         ,toyota,mark        ,petrol     ,2006     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,4875
2423,car         ,toyota,mark        ,petrol     ,2006     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4976
2424,car         ,toyota,mark        ,petrol     ,2006     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,4679
2425,car         ,toyota,mark        ,petrol     ,2006     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,4312
2426,car         ,toyota,mark        ,petrol     ,2006     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,4068
2427,car         ,toyota,mark        ,petrol     ,2007     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5084
2428,car         ,toyota,mark        ,petrol     ,2007     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5866
2429,car         ,toyota,mark        ,petrol     ,2007     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,5238
2430,car         ,toyota,mark        ,petrol     ,2007     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,3725
2431,car         ,toyota,mark        ,petrol     ,2007     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3248
2432,car         ,toyota,mark        ,petrol     ,2007     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,3743
2433,car         ,toyota,mark        ,petrol     ,2007     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,3469
2434,car         ,toyota,mark        ,petrol     ,2007     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3468
2435,car         ,toyota,mark        ,petrol     ,2007     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,3894
2436,car         ,toyota,mark        ,petrol     ,2007     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,3725
2437,car         ,toyota,mark        ,petrol     ,2007     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3743
2438,car         ,toyota,mark        ,petrol     ,2008     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3804
2439,car         ,toyota,mark        ,petrol     ,2008     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3479
2440,car         ,toyota,mark        ,petrol     ,2008     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,2798
2441,car         ,toyota,mark        ,petrol     ,2008     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,2680
2442,car         ,toyota,mark        ,petrol     ,2008     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,2750
2443,car         ,toyota,mark        ,petrol     ,2008     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,2700
2444,car         ,toyota,mark        ,petrol     ,2008     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,2800
2445,car         ,toyota,mark        ,petrol     ,2008     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,2500
2446,car         ,toyota,mark        ,petrol     ,2008     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,2750
2447,car         ,toyota,mark        ,petrol     ,2008     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,2700
2448,car         ,toyota,mark        ,petrol     ,2008     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,2702
2449,car         ,toyota,carina      ,petrol     ,1991     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,2720
2450,car         ,toyota,carina      ,petrol     ,1991     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,2800
2451,car         ,toyota,carina      ,petrol     ,1991     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,2770
2452,car         ,toyota,carina      ,petrol     ,1991     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,3300
2453,car         ,toyota,carina      ,petrol     ,1991     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,3450
2454,car         ,toyota,carina      ,petrol     ,1991     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,3250
2455,car         ,toyota,carina      ,petrol     ,1991     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,3500
2456,car         ,toyota,carina      ,petrol     ,1991     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6500
2457,car         ,toyota,carina      ,petrol     ,1991     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,5500
2458,car         ,toyota,carina      ,petrol     ,1991     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7000
2459,car         ,toyota,carina      ,petrol     ,1991     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5500
2460,car         ,toyota,carina      ,petrol     ,1994     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5300
2461,car         ,toyota,carina      ,petrol     ,1994     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5500
2462,car         ,toyota,carina      ,petrol     ,1994     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,5200
2463,car         ,toyota,carina      ,petrol     ,1994     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,5350
2464,car         ,toyota,carina      ,petrol     ,1994     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5400
2465,car         ,toyota,carina      ,petrol     ,1994     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,5500
2466,car         ,toyota,carina      ,petrol     ,1994     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,5500
2467,car         ,toyota,carina      ,petrol     ,1994     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5300
2468,car         ,toyota,carina      ,petrol     ,1994     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,5250
2469,car         ,toyota,carina      ,petrol     ,1994     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,5350
2470,car         ,toyota,carina      ,petrol     ,1994     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5200
2471,car         ,toyota,carina      ,petrol     ,1995     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5300
2472,car         ,toyota,carina      ,petrol     ,1995     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5420
2473,car         ,toyota,carina      ,petrol     ,1995     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,6500
2474,car         ,toyota,carina      ,petrol     ,1995     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,7100
2475,car         ,toyota,carina      ,petrol     ,1995     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5900
2476,car         ,toyota,carina      ,petrol     ,1995     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,6100
2477,car         ,toyota,carina      ,petrol     ,1995     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8750
2478,car         ,toyota,carina      ,petrol     ,1995     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8800
2479,car         ,toyota,carina      ,petrol     ,1995     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,7890
2480,car         ,toyota,carina      ,petrol     ,1995     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,9800
2481,car         ,toyota,carina      ,petrol     ,1995     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7000
2482,car         ,toyota,carina      ,petrol     ,1998     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7250
2483,car         ,toyota,carina      ,petrol     ,1998     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7100
2484,car         ,toyota,carina      ,petrol     ,1998     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,1      ,7000
2485,car         ,toyota,carina      ,petrol     ,1998     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,0      ,7150
2486,car         ,toyota,carina      ,petrol     ,1998     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7200
2487,car         ,toyota,carina      ,petrol     ,1998     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,7000
2488,car         ,toyota,carina      ,petrol     ,1998     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7120
2489,car         ,toyota,carina      ,petrol     ,1998     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6900
2490,car         ,toyota,carina      ,petrol     ,1998     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,7300
2491,car         ,toyota,carina      ,petrol     ,1998     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7250
2492,car         ,toyota,carina      ,petrol     ,1998     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7000
2493,van         ,toyota,townace     ,petrol     ,1992     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,7100
2494,van         ,toyota,townace     ,petrol     ,1992     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,1                   ,0                 ,0         ,1     ,1      ,8300
2495,van         ,toyota,townace     ,petrol     ,1992     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,0               ,0          ,1         ,1          ,0                   ,0                 ,0         ,0     ,0      ,8250
2496,van         ,toyota,townace     ,petrol     ,1992     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,1                   ,0                 ,0         ,0     ,1      ,8400
2497,van         ,toyota,townace     ,petrol     ,1992     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,0                   ,0                 ,1         ,1     ,0      ,8150
2498,van         ,toyota,townace     ,petrol     ,1992     ,50000        ,50115  ,1         ,1         ,1                ,1                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,10000
2499,van         ,toyota,townace     ,petrol     ,1992     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,0                 ,0         ,0     ,1      ,9500
2500,van         ,toyota,townace     ,petrol     ,1992     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,0               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,0      ,9870
2501,van         ,toyota,townace     ,petrol     ,1992     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,0               ,0          ,0         ,0          ,1                   ,0                 ,0         ,1     ,0      ,9100
2502,van         ,toyota,townace     ,petrol     ,1992     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,0          ,1                   ,0                 ,0         ,0     ,1      ,6000
