slno,vehicle_type,brand,model,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,timing_belt,cost
2629,van,toyota,kdh,petrol,2011,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2630,van,toyota,kdh,petrol,2011,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2631,van,toyota,kdh,petrol,2011,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2632,van,toyota,kdh,petrol,2011,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2633,van,toyota,kdh,petrol,2011,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2634,van,toyota,kdh,petrol,2011,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2635,van,toyota,kdh,petrol,2011,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2636,van,toyota,kdh,petrol,2012,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2637,van,toyota,kdh,petrol,2012,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2638,van,toyota,kdh,petrol,2012,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2639,van,toyota,kdh,petrol,2012,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2640,van,toyota,kdh,petrol,2012,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2641,van,toyota,kdh,petrol,2012,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2642,van,toyota,kdh,petrol,2012,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2643,van,toyota,kdh,petrol,2012,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2644,van,toyota,kdh,petrol,2012,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2645,van,toyota,kdh,petrol,2012,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2646,van,toyota,kdh,petrol,2012,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2647,van,toyota,kdh,petrol,2014,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2648,van,toyota,kdh,petrol,2014,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2649,van,toyota,kdh,petrol,2014,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2650,van,toyota,kdh,petrol,2014,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2651,van,toyota,kdh,petrol,2014,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2652,van,toyota,kdh,petrol,2014,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2653,van,toyota,kdh,petrol,2014,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2654,van,toyota,kdh,petrol,2014,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2655,van,toyota,kdh,petrol,2014,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2656,van,toyota,kdh,petrol,2014,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2657,van,toyota,kdh,petrol,2014,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2658,van,toyota,kdh,petrol,2015,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2659,van,toyota,kdh,petrol,2015,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2660,van,toyota,kdh,petrol,2015,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2661,van,toyota,kdh,petrol,2015,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2662,van,toyota,kdh,petrol,2015,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2663,van,toyota,kdh,petrol,2015,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2664,van,toyota,kdh,petrol,2015,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2665,van,toyota,kdh,petrol,2015,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2666,van,toyota,kdh,petrol,2015,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2667,van,toyota,kdh,petrol,2015,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2668,van,toyota,kdh,petrol,2015,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2669,van,toyota,kdh,petrol,2016,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2670,van,toyota,kdh,petrol,2016,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2671,van,toyota,kdh,petrol,2016,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2672,van,toyota,kdh,petrol,2016,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2673,van,toyota,kdh,petrol,2016,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2674,van,toyota,kdh,petrol,2016,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2675,van,toyota,kdh,petrol,2016,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2676,van,toyota,kdh,petrol,2016,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2677,van,toyota,kdh,petrol,2016,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2678,van,toyota,kdh,petrol,2016,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2679,van,toyota,kdh,petrol,2016,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2680,van,toyota,kdh,petrol,2017,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2681,van,toyota,kdh,petrol,2017,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2682,van,toyota,kdh,petrol,2017,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2683,van,toyota,kdh,petrol,2017,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2684,van,toyota,kdh,petrol,2017,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2685,van,toyota,kdh,petrol,2017,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2686,van,toyota,kdh,petrol,2017,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2687,van,toyota,kdh,petrol,2017,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2688,van,toyota,kdh,petrol,2017,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2689,van,toyota,kdh,petrol,2017,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2690,van,toyota,kdh,petrol,2017,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2691,van,toyota,kdh,petrol,2018,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2692,van,toyota,kdh,petrol,2018,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2693,van,toyota,kdh,petrol,2018,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2694,van,toyota,kdh,petrol,2018,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2695,van,toyota,kdh,petrol,2018,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2696,van,toyota,kdh,petrol,2018,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2697,van,toyota,kdh,petrol,2018,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2698,van,toyota,kdh,petrol,2018,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2699,van,toyota,kdh,petrol,2018,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2700,van,toyota,kdh,petrol,2018,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2701,van,toyota,kdh,petrol,2018,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2702,van,toyota,noha,petrol,1999,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2703,van,toyota,noha,petrol,1999,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2704,van,toyota,noha,petrol,1999,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2705,van,toyota,noha,petrol,1999,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2706,van,toyota,noha,petrol,1999,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2707,van,toyota,noha,petrol,1999,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2708,van,toyota,noha,petrol,1999,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2709,van,toyota,noha,petrol,1999,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2710,van,toyota,noha,petrol,1999,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2711,van,toyota,noha,petrol,1999,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2712,van,toyota,noha,petrol,1999,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2713,van,toyota,noha,petrol,2000,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2714,van,toyota,noha,petrol,2000,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2715,van,toyota,noha,petrol,2000,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2716,van,toyota,noha,petrol,2000,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2717,van,toyota,noha,petrol,2000,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2718,van,toyota,noha,petrol,2000,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2719,van,toyota,noha,petrol,2000,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2720,van,toyota,noha,petrol,2000,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2721,van,toyota,noha,petrol,2000,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2722,van,toyota,noha,petrol,2000,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2723,van,toyota,noha,petrol,2000,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2724,van,toyota,noha,petrol,2001,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2725,van,toyota,noha,petrol,2001,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2726,van,toyota,noha,petrol,2001,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2727,van,toyota,noha,petrol,2001,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2728,van,toyota,noha,petrol,2001,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2729,van,toyota,noha,petrol,2001,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2730,van,toyota,noha,petrol,2001,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2731,van,toyota,noha,petrol,2001,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2732,van,toyota,noha,petrol,2001,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2733,van,toyota,noha,petrol,2001,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2734,van,toyota,noha,petrol,2001,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2735,van,toyota,noha,petrol,2002,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2736,van,toyota,noha,petrol,2002,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2737,van,toyota,noha,petrol,2002,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2738,van,toyota,noha,petrol,2002,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2739,van,toyota,noha,petrol,2002,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2740,van,toyota,noha,petrol,2002,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2741,van,toyota,noha,petrol,2002,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2742,van,toyota,noha,petrol,2002,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2743,van,toyota,noha,petrol,2002,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2744,van,toyota,noha,petrol,2002,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2745,van,toyota,noha,petrol,2002,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2746,van,toyota,noha,petrol,2004,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2747,van,toyota,noha,petrol,2004,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2748,van,toyota,noha,petrol,2004,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2749,van,toyota,noha,petrol,2004,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2750,van,toyota,noha,petrol,2004,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2751,van,toyota,noha,petrol,2004,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2752,van,toyota,noha,petrol,2004,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2753,van,toyota,noha,petrol,2004,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2754,van,toyota,noha,petrol,2004,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2755,van,toyota,noha,petrol,2004,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2756,van,toyota,noha,petrol,2004,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2757,van,toyota,noha,petrol,2005,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2758,van,toyota,noha,petrol,2005,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2759,van,toyota,noha,petrol,2005,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2760,van,toyota,noha,petrol,2005,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2761,van,toyota,noha,petrol,2005,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2762,van,toyota,noha,petrol,2005,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2763,van,toyota,noha,petrol,2005,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2764,van,toyota,noha,petrol,2005,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2765,van,toyota,noha,petrol,2005,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2766,van,toyota,noha,petrol,2005,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2767,van,toyota,noha,petrol,2005,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2768,van,toyota,noha,petrol,2006,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2769,van,toyota,noha,petrol,2006,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2770,van,toyota,noha,petrol,2006,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2771,van,toyota,noha,petrol,2006,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2772,van,toyota,noha,petrol,2006,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2773,van,toyota,noha,petrol,2006,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2774,van,toyota,noha,petrol,2006,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2775,van,toyota,noha,petrol,2006,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2776,van,toyota,noha,petrol,2006,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2777,van,toyota,noha,petrol,2006,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2778,van,toyota,noha,petrol,2006,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2779,van,toyota,noha,petrol,2007,5000,5325,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
2780,van,toyota,noha,petrol,2007,10000,10560,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,
2781,van,toyota,noha,petrol,2007,20000,20450,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2782,van,toyota,noha,petrol,2007,30000,30100,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2783,van,toyota,noha,petrol,2007,40000,40230,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,
2784,van,toyota,noha,petrol,2007,50000,50115,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,
2785,van,toyota,noha,petrol,2007,60000,60750,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,
2786,van,toyota,noha,petrol,2007,70000,71200,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,
2787,van,toyota,noha,petrol,2007,80000,80150,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
2788,van,toyota,noha,petrol,2007,90000,90650,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,
2789,van,toyota,noha,petrol,2007,100000,100325,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,
2790,van,toyota,voxy,petrol,2007,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
2791,van,toyota,voxy,petrol,2007,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
2792,van,toyota,voxy,petrol,2007,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
2793,van,toyota,voxy,petrol,2007,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
2794,van,toyota,voxy,petrol,2007,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
2795,van,toyota,voxy,petrol,2007,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
2796,van,toyota,voxy,petrol,2007,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
2797,van,toyota,voxy,petrol,2007,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
2798,van,toyota,voxy,petrol,2007,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
2799,van,toyota,voxy,petrol,2007,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
2800,van,toyota,voxy,petrol,2007,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
2801,van,toyota,voxy,petrol,2014,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
2802,van,toyota,voxy,petrol,2014,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
2803,van,toyota,voxy,petrol,2014,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
2804,van,toyota,voxy,petrol,2014,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
2805,van,toyota,voxy,petrol,2014,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
2806,van,toyota,voxy,petrol,2014,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
2807,van,toyota,voxy,petrol,2014,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
2808,van,toyota,voxy,petrol,2014,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
2809,van,toyota,voxy,petrol,2014,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
2810,van,toyota,voxy,petrol,2014,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
2811,van,toyota,voxy,petrol,2014,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
2812,van,toyota,voxy,petrol,2015,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
2813,van,toyota,voxy,petrol,2015,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
2814,van,toyota,voxy,petrol,2015,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
2815,van,toyota,voxy,petrol,2015,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
2816,van,toyota,voxy,petrol,2015,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
2817,van,toyota,voxy,petrol,2015,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
2818,van,toyota,voxy,petrol,2015,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
2819,van,toyota,voxy,petrol,2015,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
2820,van,toyota,voxy,petrol,2015,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
2821,van,toyota,voxy,petrol,2015,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
2822,van,toyota,voxy,petrol,2015,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
2823,pickup,toyota,hilux,diesel,2001,5000,5325,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2824,pickup,toyota,hilux,diesel,2001,10000,10560,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2825,pickup,toyota,hilux,diesel,2001,20000,20450,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,
2826,pickup,toyota,hilux,diesel,2001,30000,30100,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,
2827,pickup,toyota,hilux,diesel,2001,40000,40230,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,
2828,pickup,toyota,hilux,diesel,2001,50000,50115,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,
2829,pickup,toyota,hilux,diesel,2001,60000,60750,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,
2830,pickup,toyota,hilux,diesel,2001,70000,71200,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2831,pickup,toyota,hilux,diesel,2001,80000,80150,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,
2832,pickup,toyota,hilux,diesel,2001,90000,90650,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,
2833,pickup,toyota,hilux,diesel,2001,100000,100325,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,
2834,pickup,toyota,hilux,diesel,2002,5000,5325,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2835,pickup,toyota,hilux,diesel,2002,10000,10560,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2836,pickup,toyota,hilux,diesel,2002,20000,20450,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,
2837,pickup,toyota,hilux,diesel,2002,30000,30100,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,
2838,pickup,toyota,hilux,diesel,2002,40000,40230,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,
2839,pickup,toyota,hilux,diesel,2002,50000,50115,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,
2840,pickup,toyota,hilux,diesel,2002,60000,60750,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,
2841,pickup,toyota,hilux,diesel,2002,70000,71200,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2842,pickup,toyota,hilux,diesel,2002,80000,80150,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,
2843,pickup,toyota,hilux,diesel,2002,90000,90650,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,
2844,pickup,toyota,hilux,diesel,2002,100000,100325,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,
2845,pickup,toyota,hilux,diesel,2003,5000,5325,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2846,pickup,toyota,hilux,diesel,2003,10000,10560,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2847,pickup,toyota,hilux,diesel,2003,20000,20450,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,
2848,pickup,toyota,hilux,diesel,2003,30000,30100,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,
2849,pickup,toyota,hilux,diesel,2003,40000,40230,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,
2850,pickup,toyota,hilux,diesel,2003,50000,50115,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,
2851,pickup,toyota,hilux,diesel,2003,60000,60750,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,
2852,pickup,toyota,hilux,diesel,2003,70000,71200,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2853,pickup,toyota,hilux,diesel,2003,80000,80150,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,
2854,pickup,toyota,hilux,diesel,2003,90000,90650,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,
2855,pickup,toyota,hilux,diesel,2003,100000,100325,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,
2856,pickup,toyota,hilux,diesel,2004,5000,5325,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2857,pickup,toyota,hilux,diesel,2004,10000,10560,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2858,pickup,toyota,hilux,diesel,2004,20000,20450,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,
2859,pickup,toyota,hilux,diesel,2004,30000,30100,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,
2860,pickup,toyota,hilux,diesel,2004,40000,40230,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,
2861,pickup,toyota,hilux,diesel,2004,50000,50115,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,
2862,pickup,toyota,hilux,diesel,2004,60000,60750,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,
2863,pickup,toyota,hilux,diesel,2004,70000,71200,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,
2864,pickup,toyota,hilux,diesel,2004,80000,80150,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,
2865,pickup,toyota,hilux,diesel,2004,90000,90650,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,
2866,pickup,toyota,hilux,diesel,2004,100000,100325,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,
2867,pickup,toyota,hilux,diesel,2005,5000,5325,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2868,pickup,toyota,hilux,diesel,2005,10000,10560,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
2869,pickup,toyota,hilux,diesel,2005,20000,20450,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,
2870,pickup,toyota,hilux,diesel,2005,30000,30100,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,
